00022342_63f493c2/gsvi_64_8_-17_512.jpg,00022342_63f493c2/gsvi_64_8_-17_512_line.csv,64.0,8,-17,512.1070492931361,-73.34425314111218,286.8373168883925,519.7776653494736,441.99231930345263
00022342_63f493c2/gsvi_70_8_19_457.jpg,00022342_63f493c2/gsvi_70_8_19_457_line.csv,70.0,8,19,457.0073621574767,19.941815684747496,497.0164190118642,554.6073114417727,296.79324880544186
00022342_63f493c2/gsvi_76_-14_-19_409.jpg,00022342_63f493c2/gsvi_76_-14_-19_409_line.csv,76.0,-14,-19,409.5813223017853,23.78702633913042,127.28792135807072,819.2894229993568,378.04613965034986
00022342_63f493c2/gsvi_64_-14_3_512.jpg,00022342_63f493c2/gsvi_64_-14_3_512_line.csv,64.0,-14,3,512.1070492931361,-165.3504524543559,244.8517965428528,953.1179687313733,149.25331014262537
00022342_63f493c2/gsvi_78_-28_-20_395.jpg,00022342_63f493c2/gsvi_78_-28_-20_395_line.csv,78.0,-28,-20,395.1670900912165,357.4312838991883,120.65484686698747,1393.3239728902934,477.40022684910707
00022342_63f493c2/gsvi_74_3_-6_424.jpg,00022342_63f493c2/gsvi_74_3_-6_424_line.csv,74.0,3,-6,424.6543429185312,356.81289824657466,330.9270893802031,1311.3556186309938,443.2329733461032
00022342_63f493c2/gsvi_78_3_19_395.jpg,00022342_63f493c2/gsvi_78_3_19_395_line.csv,78.0,3,19,395.1670900912165,160.68170227409567,393.6626578564638,1258.671800327627,18.520867202034367
00022342_63f493c2/gsvi_78_3_12_395.jpg,00022342_63f493c2/gsvi_78_3_12_395_line.csv,78.0,3,12,395.1670900912165,156.24845607092402,382.0365303082496,1255.5833033162955,137.7562144293067
00022342_63f493c2/gsvi_78_3_-19_395.jpg,00022342_63f493c2/gsvi_78_3_-19_395_line.csv,78.0,3,-19,395.1670900912165,160.45502942814275,295.9219285626985,1239.2993586067137,667.2115849912227
00022342_63f493c2/gsvi_58_24_-9_577.jpg,00022342_63f493c2/gsvi_58_24_-9_577_line.csv,58.0,24,-9,577.2952816868557,485.4031898281389,595.8127627332223,5143.077965602549,1308.51082368993
00022342_63f493c2/gsvi_60_24_14_554.jpg,00022342_63f493c2/gsvi_60_24_14_554_line.csv,60.0,24,14,554.2562584220408,566.5240481543145,492.69515439007836,4750.762132223102,-573.0553973964695
00022342_63f493c2/gsvi_62_34_11_532.jpg,00022342_63f493c2/gsvi_62_34_11_532_line.csv,62.0,34,11,532.5694343521658,309.31254023395394,688.1024806944272,4952.200214531353,-240.17633515121747
00022342_63f493c2/gsvi_66_34_-12_492.jpg,00022342_63f493c2/gsvi_66_34_-12_492_line.csv,66.0,34,-12,492.7567884206665,179.00240315438066,624.9251970792413,4965.984452525839,1631.0559903924252
00022342_63f493c2/gsvi_44_-6_12_792.jpg,00022342_63f493c2/gsvi_44_-6_12_792_line.csv,44.0,-6,12,792.0277930932148,-22551.035890716736,4115.629993952221,414.9945313450709,229.08701038679067
00022342_63f493c2/gsvi_46_-6_-16_753.jpg,00022342_63f493c2/gsvi_46_-6_-16_753_line.csv,46.0,-6,-16,753.8727570636007,-4043.0071813565846,-1035.7570549968912,461.71167651994654,295.5947522029258
00022342_63f493c2/gsvi_64_-6_-17_512.jpg,00022342_63f493c2/gsvi_64_-6_-17_512_line.csv,64.0,-6,-17,512.1070492931361,-1611.747268535029,-344.235154323649,408.6563561516299,293.42731860573485
